series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
CXUMEDSUPPLLB0105M            	U	EXPEND	HEALTH	MEDSUPPL	LB01	05	M	Medical supplies-LB01-Fourth 20 percent income quintile	          	1984	A01	2013	A01
CXUMEDSUPPLLB0106M            	U	EXPEND	HEALTH	MEDSUPPL	LB01	06	M	Medical supplies-LB01-Highest 20 percent income quintile	          	1984	A01	2013	A01
CXUMEDSUPPLLB01A1M            	U	EXPEND	HEALTH	MEDSUPPL	LB01	A1	M	Medical supplies-LB01-Total complete income reporters	          	1984	A01	2003	A01
CXUMEDSUPPLLB01A2M            	U	EXPEND	HEALTH	MEDSUPPL	LB01	A2	M	Medical supplies-LB01-Incomplete income reports	          	1984	A01	2003	A01
CXUMEDSUPPLLB0201M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	01	M	Medical supplies-LB02-All Consumer Units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0202M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	02	M	Medical supplies-LB02-Before tax income of less than $5,000	          	1984	A01	2013	A01
CXUMEDSUPPLLB0203M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	03	M	Medical supplies-LB02-$5,000 to $9,999 before tax income	          	1984	A01	2013	A01
CXUMEDSUPPLLB0204M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	04	M	Medical supplies-LB02-$10,000 to $14,999 before tax income	          	1984	A01	2013	A01
CXUMEDSUPPLLB0205M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	05	M	Medical supplies-LB02-$15,000 to $19,999 before tax income	          	1984	A01	2013	A01
CXUMEDSUPPLLB0206M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	06	M	Medical supplies-LB02-$20,000 to $29,999 before tax income	          	1984	A01	2013	A01
CXUMEDSUPPLLB0207M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	07	M	Medical supplies-LB02-$30,000 to $39,999 before tax income	          	1984	A01	2013	A01
CXUMEDSUPPLLB0208M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	08	M	Medical supplies-LB02-$40,000 to $49,999 before tax income	          	1984	A01	2013	A01
CXUMEDSUPPLLB0209M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	09	M	Medical supplies-LB02-$50,000 to $69,999 before tax income	          	1992	A01	2013	A01
CXUMEDSUPPLLB0210M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	10	M	Medical supplies-LB02-Before tax income of $70,000 and over	          	1992	A01	2013	A01
CXUMEDSUPPLLB0211M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	11	M	Medical supplies-LB02-Before tax income of less than $70,000(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0212M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	12	M	Medical supplies-LB02-$70,000 to $79,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0213M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	13	M	Medical supplies-LB02-$80,000 to $99,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0214M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	14	M	Medical supplies-LB02-Before tax income of $100,000 and over(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0215M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	15	M	Medical supplies-LB02-$100,000 to $119,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0216M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	16	M	Medical supplies-LB02-$120,000 to $149,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0217M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	17	M	Medical supplies-LB02-Before tax income of $150,000 and over(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB02A1M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	A1	M	Medical supplies-LB02-Before tax income of $50,000 and over	          	1984	A01	1991	A01
CXUMEDSUPPLLB02A2M            	U	EXPEND	HEALTH	MEDSUPPL	LB02	A2	M	Medical supplies-LB02-Total complete income reporters	          	1984	A01	2003	A01
CXUMEDSUPPLLB0401M            	U	EXPEND	HEALTH	MEDSUPPL	LB04	01	M	Medical supplies-LB04-All Consumer Units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0402M            	U	EXPEND	HEALTH	MEDSUPPL	LB04	02	M	Medical supplies-LB04-Reference person under age 25	          	1984	A01	2013	A01
CXUMEDSUPPLLB0403M            	U	EXPEND	HEALTH	MEDSUPPL	LB04	03	M	Medical supplies-LB04-Reference person between age 25 and 34	          	1984	A01	2013	A01
CXUMEDSUPPLLB0404M            	U	EXPEND	HEALTH	MEDSUPPL	LB04	04	M	Medical supplies-LB04-Reference person between age 35 and 44	          	1984	A01	2013	A01
CXUMEDSUPPLLB0405M            	U	EXPEND	HEALTH	MEDSUPPL	LB04	05	M	Medical supplies-LB04-Reference person between age 45 and 54	          	1984	A01	2013	A01
CXUMEDSUPPLLB0406M            	U	EXPEND	HEALTH	MEDSUPPL	LB04	06	M	Medical supplies-LB04-Reference person between age 55 and 64	          	1984	A01	2013	A01
CXUMEDSUPPLLB0407M            	U	EXPEND	HEALTH	MEDSUPPL	LB04	07	M	Medical supplies-LB04-Reference person over age 65	          	1988	A01	2013	A01
CXUMEDSUPPLLB0408M            	U	EXPEND	HEALTH	MEDSUPPL	LB04	08	M	Medical supplies-LB04-Reference person between age 65 and 74	          	1984	A01	2013	A01
CXUMEDSUPPLLB0409M            	U	EXPEND	HEALTH	MEDSUPPL	LB04	09	M	Medical supplies-LB04-Reference person over the age of 75	          	1984	A01	2013	A01
CXUMEDSUPPLLB0501M            	U	EXPEND	HEALTH	MEDSUPPL	LB05	01	M	Medical supplies-LB05-All Consumer Units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0502M            	U	EXPEND	HEALTH	MEDSUPPL	LB05	02	M	Medical supplies-LB05-One person consumer unit	          	1984	A01	2013	A01
CXUMEDSUPPLLB0503M            	U	EXPEND	HEALTH	MEDSUPPL	LB05	03	M	Medical supplies-LB05-Two or more people in consumer unit	          	1988	A01	2013	A01
CXUMEDSUPPLLB0504M            	U	EXPEND	HEALTH	MEDSUPPL	LB05	04	M	Medical supplies-LB05-Two people in consumer unit	          	1984	A01	2013	A01
CXUMEDSUPPLLB0505M            	U	EXPEND	HEALTH	MEDSUPPL	LB05	05	M	Medical supplies-LB05-Three people in consumer unit	          	1984	A01	2013	A01
CXUMEDSUPPLLB0506M            	U	EXPEND	HEALTH	MEDSUPPL	LB05	06	M	Medical supplies-LB05-Four people in consumer unit	          	1984	A01	2013	A01
CXUMEDSUPPLLB0507M            	U	EXPEND	HEALTH	MEDSUPPL	LB05	07	M	Medical supplies-LB05-Five or more people in consumer unit	          	1988	A01	2013	A01
CXUMEDSUPPLLB05A1M            	U	EXPEND	HEALTH	MEDSUPPL	LB05	A1	M	Medical supplies-LB05-Five people in consumer unit	          	1984	A01	1987	A01
CXUMEDSUPPLLB05A2M            	U	EXPEND	HEALTH	MEDSUPPL	LB05	A2	M	Medical supplies-LB05-Six or more people in consumer unit	          	1984	A01	1987	A01
CXUMEDSUPPLLB0601M            	U	EXPEND	HEALTH	MEDSUPPL	LB06	01	M	Medical supplies-LB06-Total husband and wife consumer units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0602M            	U	EXPEND	HEALTH	MEDSUPPL	LB06	02	M	Medical supplies-LB06-Husband and wife only consumer units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0603M            	U	EXPEND	HEALTH	MEDSUPPL	LB06	03	M	Medical supplies-LB06-Total husband and wife with children cons. units	          	1988	A01	2013	A01
CXUMEDSUPPLLB0604M            	U	EXPEND	HEALTH	MEDSUPPL	LB06	04	M	Medical supplies-LB06-Husband and wife w/ children, oldest child under 6	          	1984	A01	2013	A01
CXUMEDSUPPLLB0605M            	U	EXPEND	HEALTH	MEDSUPPL	LB06	05	M	Medical supplies-LB06-Husband and wife w/ children, oldest child 6 to 17	          	1984	A01	2013	A01
CXUMEDSUPPLLB0606M            	U	EXPEND	HEALTH	MEDSUPPL	LB06	06	M	Medical supplies-LB06-Husband & wife w/ children, old. child 18 or over	          	1984	A01	2013	A01
CXUMEDSUPPLLB0607M            	U	EXPEND	HEALTH	MEDSUPPL	LB06	07	M	Medical supplies-LB06-Other husband and wife consumer units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0608M            	U	EXPEND	HEALTH	MEDSUPPL	LB06	08	M	Medical supplies-LB06-One parent, at least one child under 18	          	1984	A01	2013	A01
CXUMEDSUPPLLB0609M            	U	EXPEND	HEALTH	MEDSUPPL	LB06	09	M	Medical supplies-LB06-Single person and other consumer units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0701M            	U	EXPEND	HEALTH	MEDSUPPL	LB07	01	M	Medical supplies-LB07-All Consumer Units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0702M            	U	EXPEND	HEALTH	MEDSUPPL	LB07	02	M	Medical supplies-LB07-Single Consumers, no earner	          	1984	A01	2013	A01
CXUMEDSUPPLLB0703M            	U	EXPEND	HEALTH	MEDSUPPL	LB07	03	M	Medical supplies-LB07-Single Consumers, one earner	          	1984	A01	2013	A01
CXUMEDSUPPLLB0704M            	U	EXPEND	HEALTH	MEDSUPPL	LB07	04	M	Medical supplies-LB07-Consumer units of two or more people, no earners	          	1984	A01	2013	A01
CXUMEDSUPPLLB0705M            	U	EXPEND	HEALTH	MEDSUPPL	LB07	05	M	Medical supplies-LB07-CUs of two or more people, one earner	          	1984	A01	2013	A01
CXUMEDSUPPLLB0706M            	U	EXPEND	HEALTH	MEDSUPPL	LB07	06	M	Medical supplies-LB07-CUs of two or more people, two earners	          	1984	A01	2013	A01
CXUMEDSUPPLLB0707M            	U	EXPEND	HEALTH	MEDSUPPL	LB07	07	M	Medical supplies-LB07-CUs of two or more people, three or more earners	          	1984	A01	2013	A01
CXUMEDSUPPLLB0801M            	U	EXPEND	HEALTH	MEDSUPPL	LB08	01	M	Medical supplies-LB08-All Consumer Units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0802M            	U	EXPEND	HEALTH	MEDSUPPL	LB08	02	M	Medical supplies-LB08-Housing tenure: home owner	          	1984	A01	2013	A01
CXUMEDSUPPLLB0803M            	U	EXPEND	HEALTH	MEDSUPPL	LB08	03	M	Medical supplies-LB08-Housing tenure: homeowner with mortgage(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0804M            	U	EXPEND	HEALTH	MEDSUPPL	LB08	04	M	Medical supplies-LB08-Housing tenure: homeowner w/o mortgage(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0805M            	U	EXPEND	HEALTH	MEDSUPPL	LB08	05	M	Medical supplies-LB08-Housing tenure: renter	          	1984	A01	2013	A01
CXUMEDSUPPLLB0806M            	U	EXPEND	HEALTH	MEDSUPPL	LB08	06	M	Medical supplies-LB08-Type of area: urban	          	1984	A01	2013	A01
CXUMEDSUPPLLB0807M            	U	EXPEND	HEALTH	MEDSUPPL	LB08	07	M	Medical supplies-LB08-Type of area: urban: central city(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0808M            	U	EXPEND	HEALTH	MEDSUPPL	LB08	08	M	Medical supplies-LB08-Type of area: urban: other urban(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0809M            	U	EXPEND	HEALTH	MEDSUPPL	LB08	09	M	Medical supplies-LB08-Type of area: rural	          	1984	A01	2013	A01
CXUMEDSUPPLLB0901M            	U	EXPEND	HEALTH	MEDSUPPL	LB09	01	M	Medical supplies-LB09-All Consumer Units	          	1984	A01	2013	A01
CXUMEDSUPPLLB0902M            	U	EXPEND	HEALTH	MEDSUPPL	LB09	02	M	Medical supplies-LB09-Race of ref. person: White, Asian, and All Others	          	1984	A01	2013	A01
CXUMEDSUPPLLB0903M            	U	EXPEND	HEALTH	MEDSUPPL	LB09	03	M	Medical supplies-LB09-Race of rf. pers.: White and All Others(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0904M            	U	EXPEND	HEALTH	MEDSUPPL	LB09	04	M	Medical supplies-LB09-Race of reference person: Asian(from 2003)	          	2003	A01	2013	A01
CXUMEDSUPPLLB0905M            	U	EXPEND	HEALTH	MEDSUPPL	LB09	05	M	Medical supplies-LB09-Race of ref. person: Black or African American	          	1984	A01	2013	A01
CXUMEDSUPPLLB1001M            	U	EXPEND	HEALTH	MEDSUPPL	LB10	01	M	Medical supplies-LB10-All Consumer Units	          	1984	A01	2013	A01
CXUMEDSUPPLLB1002M            	U	EXPEND	HEALTH	MEDSUPPL	LB10	02	M	Medical supplies-LB10-Origin of reference person: Hispanic or Latino	          	1994	A01	2013	A01
CXUMEDSUPPLLB1003M            	U	EXPEND	HEALTH	MEDSUPPL	LB10	03	M	Medical supplies-LB10-Origin of reference person: Not Hispanic or Latino	          	1994	A01	2013	A01
CXUMEDSUPPLLB1004M            	U	EXPEND	HEALTH	MEDSUPPL	LB10	04	M	Medical supplies-LB10-Not Hispanic or Latino: White and All Other Races	          	2003	A01	2013	A01
CXUMEDSUPPLLB1005M            	U	EXPEND	HEALTH	MEDSUPPL	LB10	05	M	Medical supplies-LB10-Not Hispanic or Latino: Black or African-American	          	2003	A01	2013	A01
CXUMEDSUPPLLB1101M            	U	EXPEND	HEALTH	MEDSUPPL	LB11	01	M	Medical supplies-LB11-All Consumer Units	          	1984	A01	2013	A01
CXUMEDSUPPLLB1102M            	U	EXPEND	HEALTH	MEDSUPPL	LB11	02	M	Medical supplies-LB11-Region of residence: northeast	          	1984	A01	2013	A01
CXUMEDSUPPLLB1103M            	U	EXPEND	HEALTH	MEDSUPPL	LB11	03	M	Medical supplies-LB11-Region of residence: midwest	          	1984	A01	2013	A01
CXUMEDSUPPLLB1104M            	U	EXPEND	HEALTH	MEDSUPPL	LB11	04	M	Medical supplies-LB11-Region of residence: south	          	1984	A01	2013	A01
CXUMEDSUPPLLB1105M            	U	EXPEND	HEALTH	MEDSUPPL	LB11	05	M	Medical supplies-LB11-Region of residence: west	          	1984	A01	2013	A01
CXUMEDSUPPLLB1201M            	U	EXPEND	HEALTH	MEDSUPPL	LB12	01	M	Medical supplies-LB12-Self-employed workers	          	1984	A01	2013	A01
CXUMEDSUPPLLB1202M            	U	EXPEND	HEALTH	MEDSUPPL	LB12	02	M	Medical supplies-LB12-Total wage and salary earners	          	1984	A01	2013	A01
CXUMEDSUPPLLB1203M            	U	EXPEND	HEALTH	MEDSUPPL	LB12	03	M	Medical supplies-LB12-Wage & salary earners: managers and professionals	          	1984	A01	2013	A01
CXUMEDSUPPLLB1204M            	U	EXPEND	HEALTH	MEDSUPPL	LB12	04	M	Medical supplies-LB12-Wage & salary: tech., sales, and clerical workers	          	1984	A01	2013	A01
CXUMEDSUPPLLB1205M            	U	EXPEND	HEALTH	MEDSUPPL	LB12	05	M	Medical supplies-LB12-Wage & salary earners: service workers	          	1984	A01	2013	A01
CXUMEDSUPPLLB1206M            	U	EXPEND	HEALTH	MEDSUPPL	LB12	06	M	Medical supplies-LB12-Wage & salary: construction workers & mechanics	          	1984	A01	2013	A01
CXUMEDSUPPLLB1207M            	U	EXPEND	HEALTH	MEDSUPPL	LB12	07	M	Medical supplies-LB12-Wage & salary: Operators, fabricators & laborers	          	1984	A01	2013	A01
CXUMEDSUPPLLB1208M            	U	EXPEND	HEALTH	MEDSUPPL	LB12	08	M	Medical supplies-LB12-Retired	          	1984	A01	2013	A01
CXUMEDSUPPLLB1209M            	U	EXPEND	HEALTH	MEDSUPPL	LB12	09	M	Medical supplies-LB12-Occupation: all other, including not reporting	          	1984	A01	2013	A01
CXUMEDSUPPLLB1301M            	U	EXPEND	HEALTH	MEDSUPPL	LB13	01	M	Medical supplies-LB13-All Consumer Units	          	1984	A01	2012	A01
CXUMEDSUPPLLB1302M            	U	EXPEND	HEALTH	MEDSUPPL	LB13	02	M	Medical supplies-LB13-Total, less than college graduate	          	1996	A01	2012	A01
CXUMEDSUPPLLB1303M            	U	EXPEND	HEALTH	MEDSUPPL	LB13	03	M	Medical supplies-LB13-Less than high school graduate	          	1995	A01	2012	A01
CXUMEDSUPPLLB1304M            	U	EXPEND	HEALTH	MEDSUPPL	LB13	04	M	Medical supplies-LB13-High school graduate	          	1995	A01	2012	A01
CXUMEDSUPPLLB1305M            	U	EXPEND	HEALTH	MEDSUPPL	LB13	05	M	Medical supplies-LB13-High school graduate with some college	          	1995	A01	2012	A01
CXUMEDSUPPLLB1306M            	U	EXPEND	HEALTH	MEDSUPPL	LB13	06	M	Medical supplies-LB13-Associate degree	          	1996	A01	2012	A01
CXUMEDSUPPLLB1307M            	U	EXPEND	HEALTH	MEDSUPPL	LB13	07	M	Medical supplies-LB13-Total, college graduate	          	1995	A01	2012	A01
CXUMEDSUPPLLB1308M            	U	EXPEND	HEALTH	MEDSUPPL	LB13	08	M	Medical supplies-LB13-Bachelor's degree	          	1996	A01	2012	A01
CXUMEDSUPPLLB1309M            	U	EXPEND	HEALTH	MEDSUPPL	LB13	09	M	Medical supplies-LB13-Master's, professional, doctorate	          	1996	A01	2012	A01
CXUMEDSUPPLLB1401M            	U	EXPEND	HEALTH	MEDSUPPL	LB14	01	M	Medical supplies-LB14-All Consumer Units	          	2012	A01	2013	A01
CXUMEDSUPPLLB1402M            	U	EXPEND	HEALTH	MEDSUPPL	LB14	02	M	Medical supplies-LB14-Less than college graduate: Total	          	2012	A01	2013	A01
CXUMEDSUPPLLB1403M            	U	EXPEND	HEALTH	MEDSUPPL	LB14	03	M	Medical supplies-LB14-Less than college graduate: Less than high school graduate	          	2012	A01	2013	A01
CXUMEDSUPPLLB1404M            	U	EXPEND	HEALTH	MEDSUPPL	LB14	04	M	Medical supplies-LB14-Less than college graduate: High school graduate	          	2012	A01	2013	A01
CXUMEDSUPPLLB1405M            	U	EXPEND	HEALTH	MEDSUPPL	LB14	05	M	Medical supplies-LB14-Less than college graduate: High schoo graduate with some college	          	2012	A01	2013	A01
CXUMEDSUPPLLB1406M            	U	EXPEND	HEALTH	MEDSUPPL	LB14	06	M	Medical supplies-LB14-Less than college graduate: Associate's degree	          	2012	A01	2013	A01
CXUMEDSUPPLLB1407M            	U	EXPEND	HEALTH	MEDSUPPL	LB14	07	M	Medical supplies-LB14-College graduate: Total	          	2012	A01	2013	A01
CXUMEDSUPPLLB1408M            	U	EXPEND	HEALTH	MEDSUPPL	LB14	08	M	Medical supplies-LB14-College graduate: Bachelor's degree	          	2012	A01	2013	A01
CXUMEDSUPPLLB1409M            	U	EXPEND	HEALTH	MEDSUPPL	LB14	09	M	Medical supplies-LB14-College graduate: Master's, professional, doctoral degree	          	2012	A01	2013	A01
CXUMENBOYSLB0101M             	U	EXPEND	APPAREL	MENBOYS	LB01	01	M	Apparel, Men and boys-LB01-All Consumer Units	          	1984	A01	2013	A01
CXUMENBOYSLB0102M             	U	EXPEND	APPAREL	MENBOYS	LB01	02	M	Apparel, Men and boys-LB01-Lowest 20 percent income quintile	          	1984	A01	2013	A01
CXUMENBOYSLB0103M             	U	EXPEND	APPAREL	MENBOYS	LB01	03	M	Apparel, Men and boys-LB01-Second 20 percent income quintile	          	1984	A01	2013	A01
CXUMENBOYSLB0104M             	U	EXPEND	APPAREL	MENBOYS	LB01	04	M	Apparel, Men and boys-LB01-Third 20 percent income quintile	          	1984	A01	2013	A01
CXUMENBOYSLB0105M             	U	EXPEND	APPAREL	MENBOYS	LB01	05	M	Apparel, Men and boys-LB01-Fourth 20 percent income quintile	          	1984	A01	2013	A01
CXUMENBOYSLB0106M             	U	EXPEND	APPAREL	MENBOYS	LB01	06	M	Apparel, Men and boys-LB01-Highest 20 percent income quintile	          	1984	A01	2013	A01
CXUMENBOYSLB01A1M             	U	EXPEND	APPAREL	MENBOYS	LB01	A1	M	Apparel, Men and boys-LB01-Total complete income reporters	          	1984	A01	2003	A01
CXUMENBOYSLB01A2M             	U	EXPEND	APPAREL	MENBOYS	LB01	A2	M	Apparel, Men and boys-LB01-Incomplete income reports	          	1984	A01	2003	A01
CXUMENBOYSLB0201M             	U	EXPEND	APPAREL	MENBOYS	LB02	01	M	Apparel, Men and boys-LB02-All Consumer Units	          	1984	A01	2013	A01
CXUMENBOYSLB0202M             	U	EXPEND	APPAREL	MENBOYS	LB02	02	M	Apparel, Men and boys-LB02-Before tax income of less than $5,000	          	1984	A01	2013	A01
CXUMENBOYSLB0203M             	U	EXPEND	APPAREL	MENBOYS	LB02	03	M	Apparel, Men and boys-LB02-$5,000 to $9,999 before tax income	          	1984	A01	2013	A01
CXUMENBOYSLB0204M             	U	EXPEND	APPAREL	MENBOYS	LB02	04	M	Apparel, Men and boys-LB02-$10,000 to $14,999 before tax income	          	1984	A01	2013	A01
CXUMENBOYSLB0205M             	U	EXPEND	APPAREL	MENBOYS	LB02	05	M	Apparel, Men and boys-LB02-$15,000 to $19,999 before tax income	          	1984	A01	2013	A01
CXUMENBOYSLB0206M             	U	EXPEND	APPAREL	MENBOYS	LB02	06	M	Apparel, Men and boys-LB02-$20,000 to $29,999 before tax income	          	1984	A01	2013	A01
CXUMENBOYSLB0207M             	U	EXPEND	APPAREL	MENBOYS	LB02	07	M	Apparel, Men and boys-LB02-$30,000 to $39,999 before tax income	          	1984	A01	2013	A01
CXUMENBOYSLB0208M             	U	EXPEND	APPAREL	MENBOYS	LB02	08	M	Apparel, Men and boys-LB02-$40,000 to $49,999 before tax income	          	1984	A01	2013	A01
CXUMENBOYSLB0209M             	U	EXPEND	APPAREL	MENBOYS	LB02	09	M	Apparel, Men and boys-LB02-$50,000 to $69,999 before tax income	          	1992	A01	2013	A01
CXUMENBOYSLB0210M             	U	EXPEND	APPAREL	MENBOYS	LB02	10	M	Apparel, Men and boys-LB02-Before tax income of $70,000 and over	          	1992	A01	2013	A01
CXUMENBOYSLB0211M             	U	EXPEND	APPAREL	MENBOYS	LB02	11	M	Apparel, Men and boys-LB02-Before tax income of less than $70,000(from 2003)	          	2003	A01	2013	A01
CXUMENBOYSLB0212M             	U	EXPEND	APPAREL	MENBOYS	LB02	12	M	Apparel, Men and boys-LB02-$70,000 to $79,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUMENBOYSLB0213M             	U	EXPEND	APPAREL	MENBOYS	LB02	13	M	Apparel, Men and boys-LB02-$80,000 to $99,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUMENBOYSLB0214M             	U	EXPEND	APPAREL	MENBOYS	LB02	14	M	Apparel, Men and boys-LB02-Before tax income of $100,000 and over(from 2003)	          	2003	A01	2013	A01
CXUMENBOYSLB0215M             	U	EXPEND	APPAREL	MENBOYS	LB02	15	M	Apparel, Men and boys-LB02-$100,000 to $119,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUMENBOYSLB0216M             	U	EXPEND	APPAREL	MENBOYS	LB02	16	M	Apparel, Men and boys-LB02-$120,000 to $149,999 before tax income(from 2003)	          	2003	A01	2013	A01
CXUMENBOYSLB0217M             	U	EXPEND	APPAREL	MENBOYS	LB02	17	M	Apparel, Men and boys-LB02-Before tax income of $150,000 and over(from 2003)	          	2003	A01	2013	A01
CXUMENBOYSLB02A1M             	U	EXPEND	APPAREL	MENBOYS	LB02	A1	M	Apparel, Men and boys-LB02-Before tax income of $50,000 and over	          	1984	A01	1991	A01
CXUMENBOYSLB02A2M             	U	EXPEND	APPAREL	MENBOYS	LB02	A2	M	Apparel, Men and boys-LB02-Total complete income reporters	          	1984	A01	2003	A01
CXUMENBOYSLB0401M             	U	EXPEND	APPAREL	MENBOYS	LB04	01	M	Apparel, Men and boys-LB04-All Consumer Units	          	1984	A01	2013	A01
CXUMENBOYSLB0402M             	U	EXPEND	APPAREL	MENBOYS	LB04	02	M	Apparel, Men and boys-LB04-Reference person under age 25	          	1984	A01	2013	A01
CXUMENBOYSLB0403M             	U	EXPEND	APPAREL	MENBOYS	LB04	03	M	Apparel, Men and boys-LB04-Reference person between age 25 and 34	          	1984	A01	2013	A01
CXUMENBOYSLB0404M             	U	EXPEND	APPAREL	MENBOYS	LB04	04	M	Apparel, Men and boys-LB04-Reference person between age 35 and 44	          	1984	A01	2013	A01
CXUMENBOYSLB0405M             	U	EXPEND	APPAREL	MENBOYS	LB04	05	M	Apparel, Men and boys-LB04-Reference person between age 45 and 54	          	1984	A01	2013	A01
CXUMENBOYSLB0406M             	U	EXPEND	APPAREL	MENBOYS	LB04	06	M	Apparel, Men and boys-LB04-Reference person between age 55 and 64	          	1984	A01	2013	A01
CXUMENBOYSLB0407M             	U	EXPEND	APPAREL	MENBOYS	LB04	07	M	Apparel, Men and boys-LB04-Reference person over age 65	          	1988	A01	2013	A01
CXUMENBOYSLB0408M             	U	EXPEND	APPAREL	MENBOYS	LB04	08	M	Apparel, Men and boys-LB04-Reference person between age 65 and 74	          	1984	A01	2013	A01
CXUMENBOYSLB0409M             	U	EXPEND	APPAREL	MENBOYS	LB04	09	M	Apparel, Men and boys-LB04-Reference person over the age of 75	          	1984	A01	2013	A01
CXUMENBOYSLB0501M             	U	EXPEND	APPAREL	MENBOYS	LB05	01	M	Apparel, Men and boys-LB05-All Consumer Units	          	1984	A01	2013	A01
CXUMENBOYSLB0502M             	U	EXPEND	APPAREL	MENBOYS	LB05	02	M	Apparel, Men and boys-LB05-One person consumer unit	          	1984	A01	2013	A01
CXUMENBOYSLB0503M             	U	EXPEND	APPAREL	MENBOYS	LB05	03	M	Apparel, Men and boys-LB05-Two or more people in consumer unit	          	1988	A01	2013	A01
CXUMENBOYSLB0504M             	U	EXPEND	APPAREL	MENBOYS	LB05	04	M	Apparel, Men and boys-LB05-Two people in consumer unit	          	1984	A01	2013	A01
CXUMENBOYSLB0505M             	U	EXPEND	APPAREL	MENBOYS	LB05	05	M	Apparel, Men and boys-LB05-Three people in consumer unit	          	1984	A01	2013	A01
CXUMENBOYSLB0506M             	U	EXPEND	APPAREL	MENBOYS	LB05	06	M	Apparel, Men and boys-LB05-Four people in consumer unit	          	1984	A01	2013	A01
CXUMENBOYSLB0507M             	U	EXPEND	APPAREL	MENBOYS	LB05	07	M	Apparel, Men and boys-LB05-Five or more people in consumer unit	          	1988	A01	2013	A01
CXUMENBOYSLB05A1M             	U	EXPEND	APPAREL	MENBOYS	LB05	A1	M	Apparel, Men and boys-LB05-Five people in consumer unit	          	1984	A01	1987	A01
CXUMENBOYSLB05A2M             	U	EXPEND	APPAREL	MENBOYS	LB05	A2	M	Apparel, Men and boys-LB05-Six or more people in consumer unit	          	1984	A01	1987	A01
CXUMENBOYSLB0601M             	U	EXPEND	APPAREL	MENBOYS	LB06	01	M	Apparel, Men and boys-LB06-Total husband and wife consumer units	          	1984	A01	2013	A01
CXUMENBOYSLB0602M             	U	EXPEND	APPAREL	MENBOYS	LB06	02	M	Apparel, Men and boys-LB06-Husband and wife only consumer units	          	1984	A01	2013	A01
CXUMENBOYSLB0603M             	U	EXPEND	APPAREL	MENBOYS	LB06	03	M	Apparel, Men and boys-LB06-Total husband and wife with children cons. units	          	1988	A01	2013	A01
CXUMENBOYSLB0604M             	U	EXPEND	APPAREL	MENBOYS	LB06	04	M	Apparel, Men and boys-LB06-Husband and wife w/ children, oldest child under 6	          	1984	A01	2013	A01
CXUMENBOYSLB0605M             	U	EXPEND	APPAREL	MENBOYS	LB06	05	M	Apparel, Men and boys-LB06-Husband and wife w/ children, oldest child 6 to 17	          	1984	A01	2013	A01
CXUMENBOYSLB0606M             	U	EXPEND	APPAREL	MENBOYS	LB06	06	M	Apparel, Men and boys-LB06-Husband & wife w/ children, old. child 18 or over	          	1984	A01	2013	A01
