"Category","Demo_Code","Year","All","Midwest","Northeast","South","West"
"Mortgage principal paid, owned property","LB11",2012,-1935,-1766,-2162,-1702,-2304
"Mortgage principal paid, owned property","LB11",2013,-1858,-1784,-2051,-1593,-2216
"Natural gas","LB11",1984,297,462,331,162,262
"Natural gas","LB11",1985,275,423,317,134,263
"Natural gas","LB11",1986,248,403,287,135,205
"Natural gas","LB11",1987,232,342,274,145,195
"Natural gas","LB11",1988,234,354,248,153,203
"Natural gas","LB11",1989,247,379,270,153,212
"Natural gas","LB11",1990,246,373,285,150,212
"Natural gas","LB11",1991,250,359,290,152,233
"Natural gas","LB11",1992,252,382,295,156,209
"Natural gas","LB11",1993,279,437,329,172,215
"Natural gas","LB11",1994,283,419,356,168,232
"Natural gas","LB11",1995,268,394,332,159,234
"Natural gas","LB11",1996,291,430,379,187,228
"Natural gas","LB11",1997,301,446,396,185,238
"Natural gas","LB11",1998,284,401,373,171,258
"Natural gas","LB11",1999,270,378,363,157,253
"Natural gas","LB11",2000,307,430,413,190,272
"Natural gas","LB11",2001,411,586,498,272,373
"Natural gas","LB11",2002,330,458,450,203,298
"Natural gas","LB11",2003,392,593,512,243,320
"Natural gas","LB11",2004,424,631,564,255,365
"Natural gas","LB11",2005,473,725,621,294,375
"Natural gas","LB11",2006,509,775,658,312,423
"Natural gas","LB11",2007,480,689,653,285,437
"Natural gas","LB11",2008,531,807,727,297,464
"Natural gas","LB11",2009,483,695,719,266,424
"Natural gas","LB11",2010,440,619,624,260,406
"Natural gas","LB11",2011,420,600,596,243,387
"Natural gas","LB11",2012,359,503,504,211,347
"Natural gas","LB11",2013,393,555,562,225,374
"Net change in total assets and liabilities","LB11",1990,-441,-578,-40,-613,-402
"Net change in total assets and liabilities","LB11",1991,478,1404,912,609,-1329
"Net change in total assets and liabilities","LB11",1992,-1529,-2182,81,-729,-3701
"Net change in total assets and liabilities","LB11",1993,-2185,-2446,-968,-1101,-4874
"Net change in total assets and liabilities","LB11",1994,-562,-724,741,-895,-1076
"Net change in total assets and liabilities","LB11",1995,-969,-131,-798,929,-5245
"Net change in total assets and liabilities","LB11",1996,-1689,-795,1306,-2508,-4054
"Net change in total assets and liabilities","LB11",1997,1105,793,2677,537,908
"Net change in total assets and liabilities","LB11",1998,-1919,-2982,-2490,395,-3929
"Net change in total assets and liabilities","LB11",1999,142,-170,-449,559,337
"Net change in total assets and liabilities","LB11",2000,457,1558,3948,-651,-1971
"Net change in total assets and liabilities","LB11",2001,-2059,-3373,1851,-1331,-5195
"Net change in total assets and liabilities","LB11",2002,-5612,-4104,-2643,-4519,-11474
"Net change in total assets and liabilities","LB11",2003,-14376,-12042,-13918,-9354,-25369
"Net change in total assets and liabilities","LB11",2004,-7567,-4219,-6179,-5571,-15403
"Net change in total assets and liabilities","LB11",2005,-9495,-5995,-5103,-6580,-21689
"Net change in total assets and liabilities","LB11",2006,-7053,-3149,-8560,-3598,-15328
"Net change in total assets and liabilities","LB11",2007,-2520,-4713,1517,-2549,-3583
"Net change in total assets and liabilities","LB11",2008,-4072,-3503,-4756,-1063,-8970
"Net change in total assets and liabilities","LB11",2009,-5416,-5401,512,-3418,-13568
"Net change in total assets and liabilities","LB11",2010,-4458,-2686,-2806,-2793,-10236
"Net change in total assets and liabilities","LB11",2011,-1826,-2257,-6695,-1635,2242
"Net change in total assets and liabilities","LB11",2012,-5092,-5074,-5825,-3055,-7890
"Net change in total assets and liabilities","LB11",2013,11404,17828,15250,9534,5024
"Net change in total liabilities","LB11",1984,1201,456,609,1404,2574
"Net change in total liabilities","LB11",1985,1159,823,842,1214,1899
"Net change in total liabilities","LB11",1986,2046,364,2248,1621,4712
"Net change in total liabilities","LB11",1987,1486,1417,848,433,3951
"Net change in total liabilities","LB11",1988,3510,2667,2847,2663,6640
"Net change in total liabilities","LB11",1989,3401,1830,1855,3407,6962
"Net change in total liabilities","LB11",1990,3343,3440,2965,2560,4898
"Net change in total liabilities","LB11",1991,2526,1192,1408,2228,5816
"Net change in total liabilities","LB11",1992,4574,3627,3537,4042,7680
"Net change in total liabilities","LB11",1993,6567,6386,6750,4745,9620
"Net change in total liabilities","LB11",1994,4522,4044,3396,3433,7932
"Net change in total liabilities","LB11",1995,4071,3322,3209,3115,7364
"Net change in total liabilities","LB11",1996,5738,4921,3957,5545,8556
"Net change in total liabilities","LB11",1997,4781,3578,4767,4353,6852
"Net change in total liabilities","LB11",1998,8035,7352,8191,5003,13424
"Net change in total liabilities","LB11",1999,6336,4742,6768,4462,10640
"Net change in total liabilities","LB11",2000,5560,6401,3436,4508,8150
"Net change in total liabilities","LB11",2001,7737,8194,6002,5237,12762
"Net change in total liabilities","LB11",2002,11348,9152,10461,8308,19269
"Net change in total liabilities","LB11",2003,20827,17706,20880,14950,33585
"Net change in total liabilities","LB11",2004,16778,13144,12840,12505,30754
"Net change in total liabilities","LB11",2005,20157,12451,15279,15624,39792
"Net change in total liabilities","LB11",2006,18173,11757,17611,12805,33889
"Net change in total liabilities","LB11",2007,13167,12366,9619,9689,22421
"Net change in total liabilities","LB11",2008,11421,8937,10858,6785,21969
"Net change in total liabilities","LB11",2009,11864,10151,7370,8976,21995
"Net change in total liabilities","LB11",2010,9960,6977,8815,7201,18295
"Net change in total liabilities","LB11",2011,8662,7890,9116,5445,14254
"Net change in total liabilities","LB11",2012,10165,8612,8663,8074,16354
"Net change in total liabilities","LB11",2013,9136,7515,5636,7760,15882
"Number of Earners","LB11",1984,1.4,1.4,1.3,1.4,1.4
"Number of Earners","LB11",1985,1.4,1.4,1.3,1.4,1.4
"Number of Earners","LB11",1986,1.4,1.3,1.4,1.4,1.4
"Number of Earners","LB11",1987,1.4,1.4,1.3,1.4,1.4
"Number of Earners","LB11",1988,1.4,1.4,1.3,1.4,1.4
"Number of Earners","LB11",1989,1.4,1.4,1.4,1.3,1.4
"Number of Earners","LB11",1990,1.4,1.4,1.4,1.4,1.4
"Number of Earners","LB11",1991,1.4,1.4,1.3,1.4,1.4
"Number of Earners","LB11",1992,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",1993,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",1994,1.3,1.3,1.2,1.3,1.4
"Number of Earners","LB11",1995,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",1996,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",1997,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",1998,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",1999,1.3,1.4,1.4,1.3,1.4
"Number of Earners","LB11",2000,1.4,1.4,1.3,1.3,1.4
"Number of Earners","LB11",2001,1.4,1.4,1.3,1.3,1.4
"Number of Earners","LB11",2002,1.4,1.4,1.3,1.3,1.4
"Number of Earners","LB11",2003,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",2004,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",2005,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",2006,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",2007,1.3,1.4,1.3,1.3,1.4
"Number of Earners","LB11",2008,1.3,1.3,1.3,1.3,1.4
"Number of Earners","LB11",2009,1.3,1.3,1.3,1.3,1.3
"Number of Earners","LB11",2010,1.3,1.3,1.3,1.2,1.3
"Number of Earners","LB11",2011,1.3,1.3,1.3,1.2,1.3
"Number of Earners","LB11",2012,1.3,1.3,1.3,1.2,1.4
"Number of Earners","LB11",2013,1.3,1.3,1.3,1.2,1.3
"Number of People in CU","LB11",1984,2.6,2.7,2.5,2.7,2.5
"Number of People in CU","LB11",1985,2.6,2.6,2.4,2.7,2.6
"Number of People in CU","LB11",1986,2.6,2.5,2.5,2.6,2.6
"Number of People in CU","LB11",1987,2.6,2.5,2.5,2.6,2.6
"Number of People in CU","LB11",1988,2.6,2.6,2.5,2.6,2.6
"Number of People in CU","LB11",1989,2.6,2.6,2.5,2.6,2.6
"Number of People in CU","LB11",1990,2.6,2.5,2.5,2.5,2.6
"Number of People in CU","LB11",1991,2.6,2.5,2.5,2.5,2.7
"Number of People in CU","LB11",1992,2.5,2.6,2.4,2.5,2.7
"Number of People in CU","LB11",1993,2.5,2.5,2.5,2.5,2.7
"Number of People in CU","LB11",1994,2.5,2.5,2.5,2.5,2.7
"Number of People in CU","LB11",1995,2.5,2.5,2.5,2.5,2.7
"Number of People in CU","LB11",1996,2.5,2.5,2.5,2.5,2.6
"Number of People in CU","LB11",1997,2.5,2.5,2.5,2.5,2.7
"Number of People in CU","LB11",1998,2.5,2.5,2.5,2.5,2.6
"Number of People in CU","LB11",1999,2.5,2.5,2.5,2.5,2.6
"Number of People in CU","LB11",2000,2.5,2.5,2.5,2.5,2.6
"Number of People in CU","LB11",2001,2.5,2.4,2.5,2.5,2.6
"Number of People in CU","LB11",2002,2.5,2.5,2.5,2.5,2.6
"Number of People in CU","LB11",2003,2.5,2.5,2.4,2.5,2.6
"Number of People in CU","LB11",2004,2.5,2.4,2.4,2.5,2.6
"Number of People in CU","LB11",2005,2.5,2.4,2.4,2.5,2.6
"Number of People in CU","LB11",2006,2.5,2.4,2.4,2.5,2.6
"Number of People in CU","LB11",2007,2.5,2.4,2.4,2.5,2.6
"Number of People in CU","LB11",2008,2.5,2.4,2.4,2.5,2.6
"Number of People in CU","LB11",2009,2.5,2.4,2.4,2.5,2.6
"Number of People in CU","LB11",2010,2.5,2.5,2.5,2.5,2.6
"Number of People in CU","LB11",2011,2.5,2.4,2.4,2.5,2.6
"Number of People in CU","LB11",2012,2.5,2.4,2.4,2.5,2.6
"Number of People in CU","LB11",2013,2.5,2.4,2.4,2.5,2.6
"Number of Vehicles","LB11",1984,1.9,2.1,1.6,1.9,2
"Number of Vehicles","LB11",1985,1.9,2.2,1.5,1.9,2.1
"Number of Vehicles","LB11",1986,2,2.1,1.6,1.9,2.3
"Number of Vehicles","LB11",1987,2,2.1,1.6,2,2.2
"Number of Vehicles","LB11",1988,2,2.2,1.6,2,2.2
"Number of Vehicles","LB11",1989,2,2.2,1.6,2,2.2
"Number of Vehicles","LB11",1990,2,2.1,1.6,2,2.2
"Number of Vehicles","LB11",1991,2,2.1,1.6,1.9,2.2
"Number of Vehicles","LB11",1992,1.9,2.1,1.6,1.9,2.2
"Number of Vehicles","LB11",1993,1.9,2.1,1.6,1.9,2.2
"Number of Vehicles","LB11",1994,1.9,2.1,1.5,1.8,2.2
"Number of Vehicles","LB11",1995,1.9,2.1,1.6,1.9,2.1
"Number of Vehicles","LB11",1996,2,2.1,1.6,1.9,2
"Number of Vehicles","LB11",1997,2,2.2,1.6,1.9,2.1
"Number of Vehicles","LB11",1998,2,2.2,1.7,1.9,2
"Number of Vehicles","LB11",1999,1.9,2.1,1.6,1.9,2
"Number of Vehicles","LB11",2000,1.9,2.2,1.6,1.9,2
"Number of Vehicles","LB11",2001,1.9,2.1,1.7,1.9,2
"Number of Vehicles","LB11",2002,2,2.2,1.7,1.9,2.1
"Number of Vehicles","LB11",2003,1.9,2.1,1.7,1.9,2
"Number of Vehicles","LB11",2004,1.9,2.2,1.7,1.9,2
"Number of Vehicles","LB11",2005,2,2.1,1.7,1.9,2.1
"Number of Vehicles","LB11",2006,1.9,2.1,1.6,1.9,2.1
"Number of Vehicles","LB11",2007,1.9,2.1,1.6,1.9,2
"Number of Vehicles","LB11",2008,2,2.1,1.7,1.9,2
"Number of Vehicles","LB11",2009,2,2.1,1.7,1.9,2
"Number of Vehicles","LB11",2010,1.9,2.1,1.6,1.9,2
"Number of Vehicles","LB11",2011,1.9,2,1.6,1.9,2
"Number of Vehicles","LB11",2012,1.9,2,1.6,1.9,2
"Number of Vehicles","LB11",2013,1.9,2.1,1.6,1.8,1.9
"Other apparel products and services","LB11",1984,211,174,224,216,239
"Other apparel products and services","LB11",1985,235,176,254,259,255
"Other apparel products and services","LB11",1986,236,217,252,229,255
"Other apparel products and services","LB11",1987,251,207,243,274,280
"Other apparel products and services","LB11",1988,257,215,282,258,281
"Other apparel products and services","LB11",1989,266,241,274,257,303
"Other apparel products and services","LB11",1990,258,222,273,251,296
"Other apparel products and services","LB11",1991,277,250,293,275,296
"Other apparel products and services","LB11",1992,272,223,290,267,320
"Other apparel products and services","LB11",1993,264,220,278,272,293
"Other apparel products and services","LB11",1994,264,232,287,258,292
"Other apparel products and services","LB11",1995,259,238,270,261,271
"Other apparel products and services","LB11",1996,230,201,278,220,233
"Other apparel products and services","LB11",1997,250,186,343,231,266
"Other apparel products and services","LB11",1998,270,215,345,258,281
"Other apparel products and services","LB11",1999,297,233,329,253,407
"Other apparel products and services","LB11",2000,266,245,318,238,288
"Other apparel products and services","LB11",2001,259,211,288,233,327
"Other apparel products and services","LB11",2002,240,207,289,209,282
"Other apparel products and services","LB11",2003,258,242,291,242,273
"Other apparel products and services","LB11",2004,264,254,287,220,325
"Other apparel products and services","LB11",2005,290,278,281,279,329
"Other apparel products and services","LB11",2006,280,227,316,250,350
"Other apparel products and services","LB11",2007,276,244,374,246,275
"Other apparel products and services","LB11",2008,248,219,314,214,280
"Other apparel products and services","LB11",2009,249,195,288,252,268
"Other apparel products and services","LB11",2010,261,199,468,193,267
"Other apparel products and services","LB11",2011,226,179,279,195,277
"Other apparel products and services","LB11",2012,230,182,265,212,277
"Other apparel products and services","LB11",2013,211,198,249,177,250
"Other dairy products","LB11",1984,125,121,146,103,147
"Other dairy products","LB11",1985,135,119,164,120,152
"Other dairy products","LB11",1986,128,124,147,104,154
"Other dairy products","LB11",1987,142,136,152,123,173
"Other dairy products","LB11",1988,141,139,147,129,154
"Other dairy products","LB11",1989,157,150,165,138,187
"Other dairy products","LB11",1990,155,148,161,141,182
"Other dairy products","LB11",1991,165,155,171,151,192
"Other dairy products","LB11",1992,168,167,191,145,182
"Other dairy products","LB11",1993,167,154,203,144,187
"Other dairy products","LB11",1994,162,147,187,149,176
"Other dairy products","LB11",1995,174,161,196,154,199
"Other dairy products","LB11",1996,180,183,207,153,192
"Other dairy products","LB11",1997,186,179,198,171,205
"Other dairy products","LB11",1998,181,180,203,161,196
"Other dairy products","LB11",1999,200,187,226,178,226
"Other dairy products","LB11",2000,193,197,222,164,211
"Other dairy products","LB11",2001,196,193,235,175,198
"Other dairy products","LB11",2002,201,191,221,181,227
"Other dairy products","LB11",2003,201,197,222,181,220
"Other dairy products","LB11",2004,226,221,261,197,249
"Other dairy products","LB11",2005,232,240,273,195,249
"Other dairy products","LB11",2006,228,232,239,193,274
"Other dairy products","LB11",2007,234,230,249,211,261
"Other dairy products","LB11",2008,261,261,286,231,291
"Other dairy products","LB11",2009,262,279,284,227,284
"Other dairy products","LB11",2010,240,251,275,209,249
"Other dairy products","LB11",2011,257,267,295,213,289
"Other dairy products","LB11",2012,267,277,295,235,288
"Other dairy products","LB11",2013,262,280,298,213,299
"Other food at home","LB11",1984,526,552,483,494,594
"Other food at home","LB11",1985,557,559,541,543,597
"Other food at home","LB11",1986,554,546,560,516,622
"Other food at home","LB11",1987,567,545,530,550,661
"Other food at home","LB11",1988,625,627,590,598,705
"Other food at home","LB11",1989,708,683,654,674,850
"Other food at home","LB11",1990,746,723,684,730,861
"Other food at home","LB11",1991,815,801,726,789,964
"Other food at home","LB11",1992,814,821,781,763,926
"Other food at home","LB11",1993,827,796,809,776,969
"Other food at home","LB11",1994,825,809,785,791,940
"Other food at home","LB11",1995,856,855,847,787,979
"Other food at home","LB11",1996,889,916,848,857,950
"Other food at home","LB11",1997,895,892,825,876,991
"Other food at home","LB11",1998,858,862,833,798,973
"Other food at home","LB11",1999,896,912,843,832,1029
"Other food at home","LB11",2000,927,957,895,867,1021
"Other food at home","LB11",2001,952,951,966,923,988
"Other food at home","LB11",2002,970,981,967,919,1041
"Other food at home","LB11",2003,999,962,994,961,1104
"Other food at home","LB11",2004,1075,1094,1050,1013,1177
"Other food at home","LB11",2005,1158,1158,1176,1072,1279
"Other food at home","LB11",2006,1212,1193,1153,1123,1433
"Other food at home","LB11",2007,1241,1196,1221,1185,1396
"Other food at home","LB11",2008,1305,1283,1336,1207,1459
"Other food at home","LB11",2009,1343,1375,1374,1235,1461
"Other food at home","LB11",2010,1278,1303,1307,1188,1377
"Other food at home","LB11",2011,1353,1401,1351,1248,1481
"Other food at home","LB11",2012,1380,1405,1327,1304,1526
"Other food at home","LB11",2013,1412,1497,1394,1293,1548
"Other household expenses","LB11",1984,187,166,172,185,237
"Other household expenses","LB11",1985,193,169,172,199,241
"Other household expenses","LB11",1986,186,166,172,180,237
"Other household expenses","LB11",1987,201,162,177,210,258
"Other household expenses","LB11",1988,223,172,242,208,291
"Other household expenses","LB11",1989,241,179,246,241,312
"Other household expenses","LB11",1990,227,162,194,256,294
"Other household expenses","LB11",1991,237,176,254,235,298
"Other household expenses","LB11",1992,245,200,217,237,341
"Other household expenses","LB11",1993,241,169,241,263,292
"Other household expenses","LB11",1994,260,195,249,265,343
"Other household expenses","LB11",1995,250,180,245,284,286
"Other household expenses","LB11",1996,263,213,253,280,302
"Other household expenses","LB11",1997,285,210,254,286,399
"Other household expenses","LB11",1998,286,224,250,300,364
"Other household expenses","LB11",1999,343,260,370,291,492
"Other household expenses","LB11",2000,358,301,331,361,436
"Other household expenses","LB11",2001,385,312,474,360,426
"Other household expenses","LB11",2002,375,310,372,354,478
"Other household expenses","LB11",2003,414,340,440,402,487
"Other household expenses","LB11",2004,453,406,442,417,571
"Other household expenses","LB11",2005,479,413,458,464,590
"Other household expenses","LB11",2006,555,457,525,525,730
"Other household expenses","LB11",2007,569,462,577,533,727
"Other household expenses","LB11",2008,614,507,670,574,744
"Other household expenses","LB11",2009,622,522,645,630,692
"Other household expenses","LB11",2010,667,552,733,649,758
"Other household expenses","LB11",2011,724,601,768,686,870
"Other household expenses","LB11",2012,791,650,850,726,990
"Other household expenses","LB11",2013,776,675,832,711,940
"Other income","LB11",1984,81,82,65,82,96
"Other income","LB11",1985,75,57,74,69,112
"Other income","LB11",1986,86,82,99,76,94
"Other income","LB11",1987,102,98,107,94,113
"Other income","LB11",1988,85,106,75,77,83
"Other income","LB11",1989,115,87,83,74,240
"Other income","LB11",1990,93,87,114,70,115
"Other income","LB11",1991,130,124,155,94,168
"Other income","LB11",1992,136,140,94,106,216
"Other income","LB11",1993,133,115,136,99,199
"Other income","LB11",1994,142,143,142,110,191
"Other income","LB11",1995,180,172,206,162,193
"Other income","LB11",1996,148,130,133,133,202
"Other income","LB11",1997,217,143,236,165,356
"Other income","LB11",1998,221,242,200,129,349
"Other income","LB11",1999,230,184,216,190,343
"Other income","LB11",2000,133,104,201,84,182
"Other income","LB11",2001,158,157,140,124,228
"Other income","LB11",2002,173,179,141,122,276
"Other income","LB11",2003,165,127,159,136,256
"Other income","LB11",2004,187,155,162,170,267
"Other income","LB11",2005,194,211,177,159,250
"Other income","LB11",2006,225,201,321,174,247
"Other income","LB11",2007,189,186,226,152,219
"Other income","LB11",2008,208,190,215,213,210
"Other income","LB11",2009,266,179,463,220,264
"Other income","LB11",2010,192,201,209,182,188
"Other income","LB11",2011,218,173,290,192,244
"Other income","LB11",2012,229,189,236,242,239
"Other income","LB11",2013,272,359,263,188,333
"Other money receipts","LB11",1984,247,319,165,214,299
"Other money receipts","LB11",1985,290,328,237,315,254
"Other money receipts","LB11",1986,271,244,148,352,296
"Other money receipts","LB11",1987,316,263,212,364,409
"Other money receipts","LB11",1988,398,312,691,263,424
"Other money receipts","LB11",1989,423,255,737,380,380
"Other money receipts","LB11",1990,310,185,306,262,545
"Other money receipts","LB11",1991,317,246,295,319,422
"Other money receipts","LB11",1992,400,385,313,207,824
"Other money receipts","LB11",1993,435,350,202,343,925
"Other money receipts","LB11",1994,567,609,408,272,1144
"Other money receipts","LB11",1995,462,408,312,495,614
"Other money receipts","LB11",1996,309,397,206,215,457
"Other money receipts","LB11",1997,458,434,308,451,637
"Other money receipts","LB11",1998,463,535,398,441,477
"Other money receipts","LB11",1999,651,413,573,524,1179
"Other money receipts","LB11",2000,594,533,680,546,661
"Other money receipts","LB11",2001,372,441,332,288,467
"Other money receipts","LB11",2002,539,894,411,385,528
"Other money receipts","LB11",2003,530,378,691,548,519
"Other money receipts","LB11",2004,556,474,402,483,890
"Other money receipts","LB11",2005,530,436,545,516,638
"Other money receipts","LB11",2006,613,499,443,625,858
"Other money receipts","LB11",2007,626,644,368,637,803
"Other money receipts","LB11",2008,519,484,592,418,659
"Other money receipts","LB11",2009,514,527,498,369,747
"Other money receipts","LB11",2010,555,788,418,486,549
"Other money receipts","LB11",2011,729,656,1101,503,865
"Other money receipts","LB11",2012,712,548,995,297,1333
"Other money receipts","LB11",2013,737,1249,1085,285,700
"Other vehicle purchases","LB11",1984,27,33,6,23,48
"Other vehicle purchases","LB11",1985,40,14,15,66,59
"Other vehicle purchases","LB11",1986,29,37,20,18,48
"Other vehicle purchases","LB11",1987,18,18,2,25,24
"Other vehicle purchases","LB11",1988,23,24,11,17,46
"Other vehicle purchases","LB11",1989,22,24,16,18,33
"Other vehicle purchases","LB11",1990,22,22,11,27,28
"Other vehicle purchases","LB11",1991,20,38,11,12,20
"Other vehicle purchases","LB11",1992,36,22,32,29,67
"Other vehicle purchases","LB11",1993,24,37,6,21,33
"Other vehicle purchases","LB11",1994,44,62,13,36,67
"Other vehicle purchases","LB11",1995,34,47,59,25,12
"Other vehicle purchases","LB11",1996,38,27,15,54,45
"Other vehicle purchases","LB11",1997,43,24,15,29,115
"Other vehicle purchases","LB11",1998,49,49,18,69,45
"Other vehicle purchases","LB11",1999,36,27,12,41,59
"Other vehicle purchases","LB11",2000,43,86,17,24,51
"Other vehicle purchases","LB11",2001,46,49,17,52,57
"Other vehicle purchases","LB11",2002,70,109,62,53,62
"Other vehicle purchases","LB11",2003,68,82,58,58,78
"Other vehicle purchases","LB11",2004,66,83,94,48,55
"Other vehicle purchases","LB11",2005,82,86,36,77,127
"Other vehicle purchases","LB11",2006,54,44,38,38,106
"Other vehicle purchases","LB11",2007,105,178,40,96,101
"Other vehicle purchases","LB11",2008,134,152,106,108,183
"Other vehicle purchases","LB11",2009,55,66,22,81,32
"Other vehicle purchases","LB11",2010,51,50,45,60,43
"Other vehicle purchases","LB11",2011,64,86,97,43,50
"Other vehicle purchases","LB11",2012,56,44,22,42,117
"Other vehicle purchases","LB11",2013,39,49,62,14,50
"Pensions and Social Security","LB11",1984,1598,1588,1553,1538,1769
"Pensions and Social Security","LB11",1985,1738,1720,1667,1707,1898
"Pensions and Social Security","LB11",1986,1834,1709,1883,1737,2111
"Pensions and Social Security","LB11",1987,1881,1760,1796,1794,2261
"Pensions and Social Security","LB11",1988,1935,1870,1952,1803,2215
"Pensions and Social Security","LB11",1989,2125,2102,2137,1934,2457
"Pensions and Social Security","LB11",1990,2248,2053,2349,2027,2744
"Pensions and Social Security","LB11",1991,2431,2214,2486,2255,2932
"Pensions and Social Security","LB11",1992,2397,2233,2502,2169,2865
"Pensions and Social Security","LB11",1993,2509,2374,2489,2256,3113
"Pensions and Social Security","LB11",1994,2540,2317,2522,2314,3191
"Pensions and Social Security","LB11",1995,2591,2617,2562,2276,3103
"Pensions and Social Security","LB11",1996,2707,2715,2653,2511,3065
"Pensions and Social Security","LB11",1997,2844,2767,2912,2461,3497
"Pensions and Social Security","LB11",1998,2982,2894,2982,2736,3468
"Pensions and Social Security","LB11",1999,3042,3041,3092,2535,3801
"Pensions and Social Security","LB11",2000,2966,3061,2948,2670,3346
"Pensions and Social Security","LB11",2001,3326,3379,3366,2967,3815
"Pensions and Social Security","LB11",2002,3493,3617,3464,3243,3787
"Pensions and Social Security","LB11",2003,3658,3872,3855,3309,3832
"Pensions and Social Security","LB11",2004,4433,4456,4746,4020,4809
"Pensions and Social Security","LB11",2005,4823,4832,4980,4341,5462
"Pensions and Social Security","LB11",2006,4948,4835,5144,4423,5738
"Pensions and Social Security","LB11",2007,5027,4968,5216,4650,5529
"Pensions and Social Security","LB11",2008,5288,5246,5602,4837,5803
"Pensions and Social Security","LB11",2009,5162,5000,5662,4717,5633
"Pensions and Social Security","LB11",2010,5054,4987,5406,4494,5744
"Pensions and Social Security","LB11",2011,5106,4882,5554,4629,5734
"Pensions and Social Security","LB11",2012,5238,5005,5677,4879,5710
"Pensions and Social Security","LB11",2013,5209,5143,6045,4665,5506
"Percent Black or African American","LB11",1984,10,7,8,17,5
"Percent Black or African American","LB11",1985,11,7,8,19,5
"Percent Black or African American","LB11",1986,11,9,8,18,5
"Percent Black or African American","LB11",1987,11,8,9,17,5
"Percent Black or African American","LB11",1988,11,9,9,17,3
"Percent Black or African American","LB11",1989,11,9,9,16,5
"Percent Black or African American","LB11",1990,11,9,10,18,5
"Percent Black or African American","LB11",1991,11,10,10,16,5
"Percent Black or African American","LB11",1992,11,10,10,17,5
"Percent Black or African American","LB11",1993,12,10,10,18,5
"Percent Black or African American","LB11",1994,11,10,9,17,4
"Percent Black or African American","LB11",1995,11,10,9,18,4
"Percent Black or African American","LB11",1996,12,10,12,18,4
"Percent Black or African American","LB11",1997,12,9,11,19,5
"Percent Black or African American","LB11",1998,12,9,11,19,5
"Percent Black or African American","LB11",1999,12,10,12,19,4
"Percent Black or African American","LB11",2000,12,9,12,19,5
"Percent Black or African American","LB11",2001,12,10,10,19,5
"Percent Black or African American","LB11",2002,12,10,10,19,4
"Percent Black or African American","LB11",2003,12,10,10,19,4
"Percent Black or African American","LB11",2004,12,9,12,18,4
"Percent Black or African American","LB11",2005,12,9,10,20,4
"Percent Black or African American","LB11",2006,12,9,10,20,5
"Percent Black or African American","LB11",2007,12,8,11,20,5
"Percent Black or African American","LB11",2008,12,9,11,20,4
"Percent Black or African American","LB11",2009,12,9,10,20,5
"Percent Black or African American","LB11",2010,12,9,11,19,5
"Percent Black or African American","LB11",2011,12,10,10,20,5
"Percent Black or African American","LB11",2012,13,10,11,20,4
"Percent Black or African American","LB11",2013,13,9,12,20,4
"Percent Homeowner","LB11",1990,62,64,59,66,58
"Percent Homeowner","LB11",1991,63,65,61,64,61
"Percent Homeowner","LB11",1992,61,66,59,62,57
"Percent Homeowner","LB11",1993,63,67,58,66,58
"Percent Homeowner","LB11",1994,63,65,60,66,59
"Percent Homeowner","LB11",1995,64,67,61,66,60
"Percent Homeowner","LB11",1996,64,69,59,67,57
"Percent Homeowner","LB11",1997,64,69,59,66,58
"Percent Homeowner","LB11",1998,64,69,61,67,58
"Percent Homeowner","LB11",1999,65,69,63,67,59
"Percent Homeowner","LB11",2000,66,70,62,68,60
"Percent Homeowner","LB11",2001,66,71,64,68,61
"Percent Homeowner","LB11",2002,66,70,64,68,62
"Percent Homeowner","LB11",2003,67,70,64,69,63
"Percent Homeowner","LB11",2004,68,73,65,69,62
"Percent Homeowner","LB11",2005,67,71,65,69,62
"Percent Homeowner","LB11",2006,67,70,65,70,63
"Percent Homeowner","LB11",2007,67,69,64,69,63
"Percent Homeowner","LB11",2008,66,68,65,68,63
"Percent Homeowner","LB11",2009,66,68,65,68,62
"Percent Homeowner","LB11",2010,66,69,63,68,60
"Percent Homeowner","LB11",2011,65,68,64,68,58
"Percent Homeowner","LB11",2012,64,68,62,66,59
"Percent Homeowner","LB11",2013,64,67,63,66,57
"Percent Homeowner without mortgage","LB11",1984,25,29,26,25,17
"Percent Homeowner without mortgage","LB11",1985,24,30,25,23,17
"Percent Homeowner without mortgage","LB11",1986,25,28,25,26,18
"Percent Homeowner without mortgage","LB11",1987,25,28,25,26,17
"Percent Homeowner without mortgage","LB11",1988,24,27,25,27,16
"Percent Homeowner without mortgage","LB11",1989,24,26,25,26,16
"Percent Homeowner without mortgage","LB11",1990,24,26,24,27,17
"Percent Homeowner without mortgage","LB11",1991,25,28,26,27,17
"Percent Homeowner without mortgage","LB11",1992,25,27,24,28,19
